# instance	group
# A only a hybrid variant proved optimal
# C both proved, hybrid >=30 percent faster (CASH spent >=30s)
# D neither proved, hybrid cut the upper bound sharply
# B control: CASH proved and the hybrid did not
MSE23W/abstraction-refinement_wt-downcast-pmd.wcnf	A
MSE23W/shiftdesign_wt-limits-10-10_data-2_inst-025_30m.sm-extracted.wcnf	A
MSE23W/metro_wt-metro_8_8_5_20_10_6_500_1_0.lp.sm-extracted.wcnf	A
MSE23W/judgment-aggregation-ja-kemeny-preflib-00043-00000180.wcnf	A
MSE23W/tcp_wt-tcp_students_91_it_13.wcnf	A
MSE23W/relational-inference_wt-ar-3.wcnf	C
MSE23W/relational-inference_wt-ar-1.wcnf	C
MSE23W/css-refactoring_wt-amazon.dimacs.wcnf	C
MSE23W/quantum-circuit-vqe_4_12_ibmq-casablanca_7.wcnf	C
MSE23W/quantum-circuit-qftentangled_5_30_ibmq-london_5.wcnf	C
MSE23W/drmx-cryptogen_wt-geffe128_1.wcnf	C
MSE23W/drmx-cryptogen_wt-geffe128_3.wcnf	C
MSE23W/quantum-circuit-qftentangled_5_48_rigetti-agave_8.wcnf	C
MSE23W/tcp_wt-tcp_students_91_it_14.wcnf	C
MSE23W/quantum-circuit-su2random_4_18_ibmq-casablanca_7.wcnf	C
MSE23W/drmx-cryptogen_wt-wolfram80_3.wcnf	C
MSE23W/quantum-circuit-grover-v-chain_4_52_ibmq-casablanca_7.wcnf	C
MSE23W/quantum-circuit-portfoliovqe_4_18_ibmq-casablanca_7.wcnf	C
MSE23W/frb_wt-frb25-13-1.wcnf	C
MSE23W/css-refactoring_wt-guardian.dimacs.wcnf	C
MSE23W/drmx-cryptogen_wt-wolfram80_4.wcnf	C
MSE23W/frb_wt-frb30-15-3.wcnf	C
MSE23W/tcp_wt-tcp_students_105_it_8.wcnf	C
MSE23W/protein_ins_wt-1bpi_.5pti_.g.wcnf.t.wcnf	C
MSE23W/quantum-circuit-su2random_5_30_ibmq-london_5.wcnf	C
MSE23W/protein_ins_wt-3ebx_.1era_.g.wcnf.t.wcnf	C
MSE23W/timetabling_wt-comp02.wcnf	C
MSE23W/setcover_wt-rail2536.wcnf	D
MSE23W/setcover_wt-rail4284.wcnf	D
MSE23W/ramsey_wt-ram_k4_n19.ra1.wcnf	D
MSE23W/setcover_wt-rail4872.wcnf	D
MSE23W/staff-scheduling_wt-instance7.wcnf	D
MSE23W/staff-scheduling_wt-instance9.wcnf	D
MSE23W/staff-scheduling_wt-instance11.wcnf	D
MSE23W/staff-scheduling_wt-instance5.wcnf	D
MSE23W/staff-scheduling_wt-instance12.wcnf	D
MSE23W/correlation-clustering_wt-Rounded_CorrelationClustering_Vowel_BINARY_N800_D0.200.wcnf	D
MSE23W/staff-scheduling_wt-instance6.wcnf	D
MSE23W/staff-scheduling_wt-instance10.wcnf	D
MSE23W/correlation-clustering_wt-Rounded_CorrelationClustering_Vowel_BINARY_N700_D0.200.wcnf	D
MSE23W/correlation-clustering_wt-Rounded_CorrelationClustering_Protein1_UNARY_N290.wcnf	D
MSE23W/correlation-clustering_wt-Rounded_CorrelationClustering_Protein3_UNARY_N220.wcnf	D
MSE23W/CSG_wt-CSG140-140-6.wcnf	B
MSE23W/CSG_wt-CSG150-150-55.wcnf	B
MSE23W/CSG_wt-CSGNaive140-140-6.wcnf	B
MSE23W/CSG_wt-CSGNaive150-150-55.wcnf	B
MSE23W/MaxSATQueriesinInterpretableClassifiers_wt-compas_train_0_CNF_3_5.wcnf	B
MSE23W/MaxSATQueriesinInterpretableClassifiers_wt-toms_test_3_CNF_1_20.wcnf	B
MSE23W/Security-CriticalCyber-PhysicalComponents_wt-test68--n-20000.wcnf	B
MSE23W/abstraction-refinement_wt-downcast-antlr.wcnf	B
MSE23W/abstraction-refinement_wt-downcast-avrora.wcnf	B
MSE23W/abstraction-refinement_wt-downcast-hsqldb.wcnf	B
